,CUSEC,Municipality,Province,CCAA,Shape_area,Total_Population,Number_Males,Number_Females,Number_Minors,Number_Adults,Number_Elderlies,No_studies,Middle_studies,Complete_studies,Minors_NoInformation,Population_Density,Average_Income,Spanish_Nationality_People,Foreign_Nationality_People,Number_Properties,Number_Homes
2409,1_21_8_3_1,Aroche,Huelva,Andalucía,277577292.73,850.0,0.53,0.47,0.19,0.59,0.21,0.17,0.59,0.05,0.19,3.1,16496.0,0.97,0.03,505.0,0.65
2410,1_23_92_1_9,Úbeda,Jaén,Andalucía,123943.68,2035.0,0.51,0.49,0.14,0.75,0.11,0.03,0.59,0.23,0.14,16418.7,29951.0,1.0,0.0,1050.0,0.82
2411,1_18_89_2_4,Guadix,Granada,Andalucía,168786.38,450.0,0.36,0.64,0.16,0.84,0.0,,,,,2666.1,,1.0,0.0,330.0,0.44
2412,1_18_89_3_1,Guadix,Granada,Andalucía,200331791.35,1130.0,0.38,0.62,0.12,0.6,0.28,0.16,0.63,0.08,0.12,5.6,19852.0,0.94,0.05,765.0,0.63
2413,1_18_93_1_1,Gualchos,Granada,Andalucía,30337365.37,1555.0,0.57,0.43,0.09,0.76,0.15,0.13,0.7,0.08,0.09,51.3,22289.0,0.59,0.41,855.0,0.54
2414,1_18_93_1_2,Gualchos,Granada,Andalucía,667877.5,2970.0,0.5,0.5,0.24,0.62,0.13,0.21,0.47,0.08,0.24,4446.9,18086.0,0.67,0.33,2810.0,0.43
2415,1_18_94_1_1,Güejar Sierra,Granada,Andalucía,238533514.6,790.0,0.48,0.52,0.22,0.63,0.15,0.17,0.51,0.09,0.22,3.3,21124.0,1.0,0.0,455.0,0.58
2416,1_18_94_1_2,Güejar Sierra,Granada,Andalucía,162707.83,1375.0,0.6,0.4,0.14,0.72,0.14,0.1,0.74,0.02,0.14,8450.7,22611.0,1.0,0.0,825.0,0.62
2417,1_23_86_1_7,Torre del Campo,Jaén,Andalucía,81876.21,1250.0,0.48,0.52,0.17,0.82,0.01,0.03,0.55,0.25,0.17,15266.9,29947.0,1.0,0.0,430.0,0.94
2418,1_18_95_1_1,Güevéjar,Granada,Andalucía,9742463.94,2545.0,0.52,0.48,0.2,0.69,0.11,0.11,0.61,0.09,0.2,261.2,21793.0,1.0,0.0,1175.0,0.77
2419,1_18_96_1_1,Huélago,Granada,Andalucía,32553288.79,355.0,0.52,0.48,0.13,0.58,0.28,0.39,0.45,0.01,0.13,10.9,18429.0,0.94,0.06,310.0,0.48
2420,1_18_97_1_1,Huéneja,Granada,Andalucía,116648213.62,1235.0,0.51,0.48,0.11,0.63,0.26,0.26,0.56,0.06,0.11,10.6,21370.0,0.99,0.01,720.0,0.67
2421,1_18_98_1_1,Huéscar,Granada,Andalucía,44057999.66,1525.0,0.52,0.48,0.16,0.58,0.25,0.3,0.48,0.06,0.16,34.6,18842.0,1.0,0.0,1030.0,0.57
2422,1_18_98_1_2,Huéscar,Granada,Andalucía,9431333.83,2150.0,0.51,0.49,0.18,0.65,0.17,0.14,0.59,0.09,0.18,228.0,22289.0,0.92,0.08,1255.0,0.67
2423,1_18_98_1_3,Huéscar,Granada,Andalucía,127313622.06,565.0,0.51,0.49,0.12,0.65,0.22,0.26,0.42,0.19,0.12,4.4,21326.0,0.83,0.17,525.0,0.45
2424,1_18_98_1_4,Huéscar,Granada,Andalucía,248266255.97,1330.0,0.49,0.51,0.2,0.62,0.18,0.15,0.55,0.1,0.2,5.4,21245.0,0.99,0.01,705.0,0.62
2425,1_23_53_1_1,Jódar,Jaén,Andalucía,176319.88,1775.0,0.53,0.47,0.22,0.61,0.18,0.3,0.47,0.02,0.22,10066.9,15810.0,1.0,0.0,670.0,0.78
2426,1_18_98_1_5,Huéscar,Granada,Andalucía,32160773.08,965.0,0.48,0.52,0.22,0.53,0.25,0.32,0.44,0.03,0.22,30.0,17418.0,1.0,0.0,460.0,0.77
2427,1_18_100_1_2,Huétor Tájar,Granada,Andalucía,207574.26,1700.0,0.43,0.57,0.2,0.63,0.18,0.25,0.53,0.03,0.2,8189.8,16543.0,0.79,0.21,860.0,0.7
2428,1_18_100_1_3,Huétor Tájar,Granada,Andalucía,167437.49,1735.0,0.56,0.44,0.14,0.71,0.15,0.23,0.62,0.01,0.14,10362.1,17063.0,0.99,0.01,805.0,0.81
2429,1_18_98_1_6,Huéscar,Granada,Andalucía,11859956.48,1270.0,0.48,0.52,0.13,0.59,0.28,0.26,0.53,0.08,0.13,107.1,19085.0,0.99,0.01,995.0,0.55
2430,1_18_99_1_1,Huétor de Santillán,Granada,Andalucía,93202688.38,1855.0,0.51,0.49,0.16,0.69,0.15,0.12,0.61,0.11,0.16,19.9,25701.0,0.98,0.02,1045.0,0.67
2431,1_18_100_1_4,Huétor Tájar,Granada,Andalucía,21592469.79,695.0,0.46,0.54,0.15,0.68,0.17,0.31,0.51,0.03,0.15,32.2,17797.0,1.0,0.0,325.0,0.78
2432,1_18_127_2_1,Maracena,Granada,Andalucía,145230.28,2520.0,0.45,0.55,0.21,0.71,0.08,0.07,0.61,0.11,0.21,17351.8,21716.0,0.99,0.01,1210.0,0.87
2433,1_18_100_1_5,Huétor Tájar,Granada,Andalucía,17278698.7,2645.0,0.49,0.51,0.17,0.68,0.15,0.2,0.56,0.07,0.17,153.1,19758.0,0.99,0.01,1345.0,0.72
2434,1_18_100_1_6,Huétor Tájar,Granada,Andalucía,170254.22,1550.0,0.55,0.45,0.22,0.69,0.09,0.1,0.59,0.08,0.22,9104.0,18014.0,1.0,0.0,675.0,0.78
2435,1_18_102_2_2,Illora,Granada,Andalucía,46740396.25,1420.0,0.5,0.5,0.13,0.69,0.18,0.28,0.55,0.04,0.13,30.4,16402.0,1.0,0.0,725.0,0.86
2436,1_23_86_1_8,Torre del Campo,Jaén,Andalucía,60358.63,1435.0,0.51,0.49,0.16,0.71,0.13,0.15,0.6,0.09,0.16,23774.6,24214.0,0.98,0.02,560.0,0.83
2437,1_18_101_1_1,Huétor Vega,Granada,Andalucía,557609.96,2305.0,0.49,0.51,0.12,0.72,0.16,0.08,0.57,0.23,0.12,4133.7,24458.0,0.95,0.05,1205.0,0.72
2438,1_18_101_1_2,Huétor Vega,Granada,Andalucía,1068202.33,2195.0,0.51,0.49,0.18,0.7,0.13,0.05,0.6,0.18,0.18,2054.9,29243.0,0.96,0.04,1065.0,0.77
2439,1_18_101_1_3,Huétor Vega,Granada,Andalucía,530647.28,2205.0,0.51,0.49,0.18,0.72,0.09,0.09,0.59,0.14,0.18,4155.3,26472.0,0.99,0.01,945.0,0.79
2440,1_18_105_2_1,Iznalloz,Granada,Andalucía,863883.86,805.0,0.47,0.53,0.19,0.58,0.22,0.24,0.51,0.06,0.19,931.8,0.0,0.99,0.01,600.0,0.48
2441,1_18_101_1_4,Huétor Vega,Granada,Andalucía,518947.79,1710.0,0.5,0.5,0.19,0.69,0.12,0.04,0.6,0.17,0.19,3295.1,29087.0,0.96,0.04,715.0,0.9
2442,1_18_101_1_5,Huétor Vega,Granada,Andalucía,714478.12,1700.0,0.54,0.46,0.23,0.73,0.04,0.01,0.5,0.26,0.23,2379.4,28424.0,0.97,0.03,580.0,0.93
2443,1_18_101_1_6,Huétor Vega,Granada,Andalucía,856815.33,1725.0,0.47,0.53,0.23,0.66,0.11,0.02,0.43,0.32,0.23,2013.3,37616.0,0.98,0.02,765.0,0.78
2444,1_21_41_5_7,Huelva,Huelva,Andalucía,40204.15,1010.0,0.42,0.58,0.05,0.75,0.19,0.05,0.67,0.22,0.05,25121.8,26317.0,0.99,0.01,580.0,0.68
2445,1_18_102_1_1,Illora,Granada,Andalucía,280484.71,1495.0,0.51,0.48,0.18,0.61,0.2,0.29,0.47,0.05,0.18,5330.1,15848.0,1.0,0.0,690.0,0.83
2446,1_18_102_1_2,Illora,Granada,Andalucía,599271.44,2025.0,0.47,0.53,0.2,0.68,0.12,0.16,0.55,0.1,0.2,3379.1,19224.0,0.99,0.01,925.0,0.85
2447,1_18_102_1_3,Illora,Granada,Andalucía,103997094.13,1810.0,0.48,0.52,0.13,0.65,0.23,0.19,0.65,0.04,0.13,17.4,18121.0,0.99,0.02,905.0,0.84
2448,1_18_102_2_1,Illora,Granada,Andalucía,145348.85,620.0,0.66,0.35,0.12,0.81,0.07,0.22,0.67,0.0,0.12,4265.6,16510.0,1.0,0.0,410.0,0.61
2449,1_18_102_2_3,Illora,Granada,Andalucía,27536509.74,1520.0,0.49,0.51,0.11,0.61,0.28,0.31,0.51,0.07,0.11,55.2,16086.0,0.94,0.06,820.0,0.84
2450,1_18_122_2_2,Loja,Granada,Andalucía,126153.82,1475.0,0.47,0.53,0.2,0.67,0.14,0.1,0.65,0.05,0.2,11692.1,20236.0,0.94,0.06,700.0,0.74
2451,1_18_102_2_4,Illora,Granada,Andalucía,18000565.05,1650.0,0.51,0.49,0.23,0.57,0.2,0.24,0.51,0.02,0.23,91.7,16590.0,0.95,0.05,730.0,0.84
2452,1_18_103_1_1,Itrabo,Granada,Andalucía,18995495.03,1060.0,0.51,0.5,0.13,0.64,0.24,0.25,0.58,0.05,0.13,55.8,16289.0,0.99,0.01,595.0,0.72
2453,1_18_122_2_3,Loja,Granada,Andalucía,57889.65,1610.0,0.48,0.52,0.12,0.73,0.15,0.15,0.51,0.22,0.12,27811.5,20283.0,1.0,0.0,720.0,0.89
2454,1_18_122_2_4,Loja,Granada,Andalucía,73769365.48,2535.0,0.47,0.53,0.27,0.62,0.1,0.1,0.56,0.07,0.27,34.4,22784.0,1.0,0.0,1300.0,0.71
2455,1_23_92_1_3,Úbeda,Jaén,Andalucía,62663.7,1150.0,0.4,0.6,0.12,0.66,0.23,0.17,0.45,0.26,0.12,18351.9,28169.0,0.97,0.03,510.0,0.77
2456,1_18_105_1_1,Iznalloz,Granada,Andalucía,171866.82,1505.0,0.51,0.49,0.34,0.58,0.09,0.25,0.41,0.01,0.34,8756.8,11714.0,0.97,0.03,610.0,0.86
2457,1_18_105_1_2,Iznalloz,Granada,Andalucía,818238.52,2040.0,0.53,0.47,0.13,0.72,0.15,0.2,0.59,0.08,0.13,2493.2,19567.0,0.91,0.09,1200.0,0.68
2458,1_18_105_1_3,Iznalloz,Granada,Andalucía,289912649.91,1610.0,0.53,0.46,0.23,0.7,0.06,0.09,0.57,0.11,0.23,5.6,19233.0,0.93,0.07,680.0,0.84
2459,1_41_91_4_52,Sevilla,Sevilla,Andalucía,69095.21,2080.0,0.52,0.48,0.18,0.64,0.18,0.21,0.6,0.0,0.18,30103.4,15576.0,0.93,0.07,955.0,0.85
2460,1_18_105_3_1,Iznalloz,Granada,Andalucía,18121162.69,1000.0,0.52,0.48,0.06,0.56,0.37,0.38,0.49,0.06,0.06,55.2,0.0,1.0,0.0,710.0,0.61
2461,1_18_109_1_1,Jete,Granada,Andalucía,13896607.87,875.0,0.55,0.45,0.12,0.69,0.19,0.15,0.62,0.11,0.12,63.0,19199.0,0.47,0.53,435.0,0.8
2462,1_18_111_1_1,Jun,Granada,Andalucía,1044330.15,2045.0,0.53,0.47,0.21,0.69,0.1,0.09,0.62,0.09,0.21,1958.2,24786.0,0.97,0.03,890.0,0.78
2463,1_18_122_3_1,Loja,Granada,Andalucía,86958.19,1615.0,0.53,0.48,0.08,0.76,0.16,0.19,0.58,0.15,0.08,18572.1,22482.0,1.0,0.0,715.0,0.85
2464,1_18_107_1_1,Jayena,Granada,Andalucía,79461587.79,1175.0,0.51,0.48,0.14,0.67,0.19,0.19,0.57,0.1,0.14,14.8,16933.0,0.99,0.01,690.0,0.7
2465,1_18_108_1_1,Jerez del Marquesado,Granada,Andalucía,82685602.64,1050.0,0.51,0.49,0.12,0.64,0.23,0.21,0.6,0.07,0.12,12.7,19568.0,1.0,0.0,1155.0,0.38
2466,1_18_116_1_2,Lanjarón,Granada,Andalucía,2455231.86,780.0,0.58,0.42,0.15,0.63,0.22,0.05,0.71,0.1,0.15,317.7,20310.0,0.91,0.09,585.0,0.48
2467,1_18_111_1_2,Jun,Granada,Andalucía,2641322.51,1505.0,0.5,0.5,0.23,0.73,0.04,0.04,0.49,0.24,0.23,569.8,31463.0,0.92,0.08,585.0,0.88
2468,1_18_112_1_1,Juviles,Granada,Andalucía,14972930.0,160.0,0.47,0.5,0.16,0.59,0.25,0.06,0.62,0.16,0.16,10.7,17467.0,0.81,0.19,195.0,0.44
2469,1_18_116_1_3,Lanjarón,Granada,Andalucía,15139084.4,850.0,0.47,0.53,0.09,0.62,0.28,0.06,0.67,0.17,0.09,56.1,23512.0,1.0,0.0,715.0,0.46
2470,1_21_41_5_8,Huelva,Huelva,Andalucía,55723.41,1720.0,0.5,0.49,0.15,0.64,0.21,0.1,0.58,0.17,0.15,30866.7,23416.0,0.97,0.03,655.0,0.98
2471,1_18_114_1_1,"Calahorra, La",Granada,Andalucía,39416775.82,765.0,0.52,0.48,0.08,0.63,0.28,0.21,0.63,0.08,0.08,19.4,19572.0,0.99,0.01,585.0,0.5
2472,1_18_127_1_3,Maracena,Granada,Andalucía,96387.76,1770.0,0.55,0.45,0.24,0.66,0.1,0.09,0.53,0.14,0.24,18363.3,20800.0,0.96,0.04,890.0,0.78
2473,1_18_115_1_1,Láchar,Granada,Andalucía,12557377.65,2380.0,0.52,0.49,0.21,0.68,0.11,0.11,0.61,0.07,0.21,189.5,17366.0,0.94,0.06,1535.0,0.53
2474,1_18_115_1_2,Láchar,Granada,Andalucía,551729.61,785.0,0.5,0.5,0.18,0.69,0.13,0.02,0.76,0.03,0.18,1422.8,18856.0,0.97,0.02,400.0,0.74
2475,1_18_116_1_4,Lanjarón,Granada,Andalucía,2881704.32,670.0,0.47,0.52,0.11,0.59,0.29,0.26,0.53,0.1,0.11,232.5,19283.0,0.92,0.08,470.0,0.62
2476,1_18_127_1_4,Maracena,Granada,Andalucía,140680.99,2240.0,0.45,0.55,0.15,0.61,0.24,0.15,0.61,0.1,0.15,15922.5,21054.0,0.94,0.05,1075.0,0.87
2477,1_18_116_1_1,Lanjarón,Granada,Andalucía,39858082.84,1495.0,0.48,0.52,0.17,0.69,0.14,0.16,0.55,0.12,0.17,37.5,17550.0,0.91,0.09,745.0,0.67
2478,1_21_41_5_9,Huelva,Huelva,Andalucía,50801.52,1010.0,0.49,0.51,0.15,0.59,0.26,0.12,0.62,0.1,0.15,19881.3,22649.0,1.0,0.0,580.0,0.77
2479,1_18_117_1_1,Lanteira,Granada,Andalucía,52736011.27,595.0,0.54,0.46,0.12,0.63,0.25,0.25,0.55,0.07,0.12,11.3,22611.0,0.99,0.02,555.0,0.46
2480,1_18_127_1_5,Maracena,Granada,Andalucía,705965.43,2135.0,0.5,0.5,0.29,0.67,0.04,0.02,0.62,0.07,0.29,3024.2,25749.0,0.98,0.02,815.0,0.9
2481,1_41_91_4_53,Sevilla,Sevilla,Andalucía,14029.05,575.0,0.42,0.58,0.14,0.65,0.22,0.11,0.61,0.15,0.14,40986.4,20268.0,0.89,0.11,250.0,0.92
2482,1_18_119_1_1,Lecrín,Granada,Andalucía,20412017.2,1310.0,0.52,0.48,0.14,0.61,0.25,0.19,0.59,0.08,0.14,64.2,20809.0,0.97,0.03,815.0,0.61
2483,1_18_119_1_2,Lecrín,Granada,Andalucía,20045238.13,940.0,0.49,0.51,0.13,0.61,0.26,0.14,0.56,0.16,0.13,46.9,21521.0,0.89,0.11,620.0,0.62
2484,1_18_120_1_1,Lentegí,Granada,Andalucía,23740846.81,340.0,0.53,0.47,0.1,0.63,0.25,0.26,0.51,0.12,0.1,14.3,20061.0,0.9,0.1,240.0,0.58
2485,1_18_122_1_2,Loja,Granada,Andalucía,201799.65,1565.0,0.47,0.53,0.08,0.77,0.15,0.07,0.63,0.21,0.08,7755.2,25458.0,1.0,0.0,1010.0,0.58
2486,1_41_91_4_54,Sevilla,Sevilla,Andalucía,32537.32,1705.0,0.51,0.49,0.22,0.56,0.22,0.28,0.49,0.0,0.22,52401.4,16023.0,0.92,0.08,905.0,0.65
2487,1_18_121_1_1,Lobras,Granada,Andalucía,16041680.96,150.0,0.5,0.5,0.07,0.53,0.4,0.33,0.63,0.03,0.07,9.4,17949.0,1.0,0.0,195.0,0.38
2488,1_18_122_1_1,Loja,Granada,Andalucía,67629.76,860.0,0.5,0.49,0.12,0.73,0.15,0.23,0.55,0.1,0.12,12716.3,18319.0,0.94,0.06,365.0,0.97
2489,1_18_127_1_6,Maracena,Granada,Andalucía,130721.22,1100.0,0.58,0.42,0.26,0.61,0.12,0.14,0.45,0.15,0.26,8414.9,22984.0,0.85,0.16,495.0,0.8
2490,1_18_122_1_3,Loja,Granada,Andalucía,3578533.97,820.0,0.59,0.41,0.15,0.66,0.19,0.15,0.59,0.1,0.15,229.1,18671.0,1.0,0.0,665.0,0.47
2491,1_18_122_2_1,Loja,Granada,Andalucía,65280.97,2315.0,0.55,0.45,0.38,0.44,0.18,0.32,0.25,0.05,0.38,35462.1,21501.0,0.7,0.3,900.0,0.79
2492,1_18_127_1_7,Maracena,Granada,Andalucía,138031.05,1420.0,0.54,0.46,0.19,0.74,0.07,0.05,0.71,0.06,0.19,10287.5,24711.0,0.65,0.35,510.0,0.9
2493,1_29_67_9_18,Málaga,Málaga,Andalucía,57750.69,1400.0,0.44,0.56,0.18,0.55,0.28,0.14,0.6,0.09,0.18,24242.1,20847.0,0.83,0.17,650.0,0.89
2494,1_18_122_3_2,Loja,Granada,Andalucía,634398.19,340.0,0.54,0.44,0.04,0.71,0.24,,,,,535.9,12752.0,1.0,0.0,335.0,0.36
2495,1_18_122_3_3,Loja,Granada,Andalucía,274874.77,1375.0,0.53,0.48,0.2,0.64,0.16,0.21,0.59,0.0,0.2,5002.3,17458.0,0.88,0.13,620.0,0.81
2496,1_18_122_3_4,Loja,Granada,Andalucía,490752.27,2190.0,0.51,0.49,0.18,0.65,0.17,0.19,0.59,0.04,0.18,4462.5,19167.0,0.97,0.03,1080.0,0.83
2497,1_18_122_4_1,Loja,Granada,Andalucía,109420217.53,935.0,0.59,0.41,0.03,0.76,0.2,0.27,0.64,0.06,0.03,8.5,19154.0,1.0,0.0,455.0,0.66
2498,1_18_122_4_2,Loja,Granada,Andalucía,40966321.81,805.0,0.49,0.51,0.13,0.77,0.1,0.16,0.65,0.06,0.13,19.7,20041.0,1.0,0.0,375.0,0.65
2499,1_18_122_4_3,Loja,Granada,Andalucía,94073448.41,845.0,0.44,0.56,0.14,0.65,0.21,0.19,0.62,0.05,0.14,9.0,18458.0,0.83,0.17,450.0,0.68
2500,1_18_122_5_1,Loja,Granada,Andalucía,56354404.21,1080.0,0.5,0.5,0.13,0.58,0.28,0.31,0.54,0.02,0.13,19.2,17190.0,1.0,0.0,590.0,0.78
2501,1_18_122_5_2,Loja,Granada,Andalucía,67125312.3,1025.0,0.44,0.56,0.19,0.52,0.29,0.36,0.35,0.11,0.19,15.3,23332.0,1.0,0.0,605.0,0.79
2502,1_18_123_1_1,Lugros,Granada,Andalucía,63233709.91,345.0,0.55,0.45,0.09,0.59,0.32,0.35,0.52,0.04,0.09,5.5,14520.0,0.96,0.04,335.0,0.52
2503,1_18_124_1_1,Lújar,Granada,Andalucía,36847159.31,475.0,0.53,0.47,0.08,0.68,0.23,0.21,0.61,0.11,0.08,12.9,19298.0,0.93,0.07,655.0,0.29
2504,1_23_50_4_4,Jaén,Jaén,Andalucía,75567.07,770.0,0.56,0.44,0.1,0.54,0.36,0.02,0.42,0.47,0.1,10189.6,40992.0,1.0,0.0,450.0,0.83
2505,1_18_126_1_1,"Malahá, La",Granada,Andalucía,25407326.41,1845.0,0.52,0.48,0.17,0.66,0.17,0.19,0.57,0.07,0.17,72.6,18641.0,0.98,0.02,775.0,0.89
2506,1_18_127_1_1,Maracena,Granada,Andalucía,694551.69,1670.0,0.51,0.49,0.15,0.78,0.07,0.08,0.58,0.19,0.15,2404.4,28674.0,0.98,0.02,685.0,0.9
2507,1_18_127_1_2,Maracena,Granada,Andalucía,53656.67,1385.0,0.44,0.56,0.18,0.63,0.19,0.13,0.6,0.1,0.18,25812.3,20677.0,0.95,0.05,695.0,0.78
2508,1_18_127_2_2,Maracena,Granada,Andalucía,469524.03,3210.0,0.5,0.5,0.2,0.71,0.09,0.08,0.62,0.11,0.2,6836.7,22858.0,0.99,0.01,1235.0,0.93
2509,1_18_127_2_3,Maracena,Granada,Andalucía,119365.47,1330.0,0.53,0.47,0.2,0.59,0.21,0.17,0.55,0.09,0.2,11142.3,26326.0,0.97,0.03,510.0,0.94
2510,1_18_127_2_4,Maracena,Granada,Andalucía,689166.21,1380.0,0.48,0.52,0.14,0.72,0.14,0.11,0.67,0.09,0.14,2002.4,24872.0,0.97,0.03,700.0,0.78
2511,1_18_127_2_5,Maracena,Granada,Andalucía,1502632.28,1390.0,0.5,0.5,0.2,0.73,0.08,0.08,0.58,0.15,0.2,925.0,26519.0,0.99,0.02,580.0,0.78
2512,1_18_134_2_1,Monachil,Granada,Andalucía,102008.8,1615.0,0.55,0.45,0.24,0.55,0.21,0.15,0.37,0.24,0.24,15832.0,21686.0,0.99,0.01,775.0,0.83
2513,1_18_128_1_1,Marchal,Granada,Andalucía,7835340.97,440.0,0.45,0.55,0.2,0.53,0.27,0.27,0.49,0.05,0.2,56.2,17071.0,0.98,0.02,225.0,0.76
2514,1_18_132_1_1,Moclín,Granada,Andalucía,41870841.3,1245.0,0.52,0.49,0.11,0.6,0.29,0.3,0.55,0.04,0.11,29.7,18411.0,1.0,0.0,955.0,0.55
2515,1_18_132_2_1,Moclín,Granada,Andalucía,15864926.26,1430.0,0.52,0.48,0.15,0.71,0.13,0.14,0.65,0.06,0.15,90.1,19768.0,0.98,0.02,695.0,0.65
2516,1_21_41_6_2,Huelva,Huelva,Andalucía,119367.87,1725.0,0.5,0.5,0.21,0.68,0.11,0.07,0.62,0.1,0.21,14451.1,25260.0,0.99,0.01,845.0,0.73
2517,1_18_132_2_2,Moclín,Granada,Andalucía,19763529.79,885.0,0.44,0.56,0.19,0.59,0.21,0.18,0.59,0.05,0.19,44.8,19471.0,0.98,0.02,580.0,0.63
2518,1_18_134_2_3,Monachil,Granada,Andalucía,2390488.45,2440.0,0.51,0.49,0.26,0.71,0.03,0.02,0.53,0.19,0.26,1020.7,29843.0,0.98,0.02,1160.0,0.73
2519,1_18_132_3_1,Moclín,Granada,Andalucía,35537988.26,590.0,0.54,0.46,0.03,0.72,0.25,0.25,0.69,0.03,0.03,16.6,,0.94,0.06,500.0,0.56
2520,1_18_133_1_1,Molvízar,Granada,Andalucía,6088961.58,2100.0,0.49,0.51,0.16,0.7,0.14,0.11,0.68,0.05,0.16,344.9,20075.0,0.9,0.1,810.0,0.87
2521,1_21_10_1_1,Ayamonte,Huelva,Andalucía,330109.02,970.0,0.46,0.54,0.13,0.62,0.24,0.06,0.59,0.22,0.13,2938.4,22617.0,0.96,0.04,660.0,0.73
2522,1_18_133_1_2,Molvízar,Granada,Andalucía,15365526.15,1075.0,0.56,0.44,0.11,0.67,0.22,0.26,0.57,0.07,0.11,70.0,17228.0,0.98,0.02,580.0,0.76
2523,1_18_134_1_1,Monachil,Granada,Andalucía,84211415.46,980.0,0.51,0.49,0.09,0.73,0.18,0.14,0.55,0.22,0.09,11.6,20444.0,0.87,0.13,3930.0,0.1
2524,1_21_41_6_3,Huelva,Huelva,Andalucía,24522.88,1035.0,0.52,0.48,0.16,0.65,0.19,0.13,0.66,0.06,0.16,42205.5,16082.0,0.77,0.23,530.0,0.87
2525,1_18_134_2_2,Monachil,Granada,Andalucía,2145323.2,2375.0,0.51,0.49,0.14,0.73,0.13,0.1,0.58,0.19,0.14,1107.1,26408.0,0.96,0.04,1550.0,0.55
2526,1_21_10_1_2,Ayamonte,Huelva,Andalucía,370470.7,1505.0,0.44,0.56,0.14,0.74,0.12,0.1,0.66,0.1,0.14,4062.4,20983.0,0.84,0.16,790.0,0.77
2527,1_18_135_1_1,Montefrío,Granada,Andalucía,491597.63,755.0,0.45,0.55,0.21,0.6,0.19,0.21,0.54,0.04,0.21,1535.8,18263.0,0.72,0.28,260.0,0.98
2528,1_18_135_1_2,Montefrío,Granada,Andalucía,358542.55,385.0,0.55,0.45,0.12,0.7,0.18,0.35,0.44,0.1,0.12,1073.8,17054.0,1.0,0.0,180.0,1.0
2529,1_21_41_6_4,Huelva,Huelva,Andalucía,33113.18,610.0,0.39,0.61,0.15,0.61,0.25,0.27,0.57,0.0,0.15,18421.7,14033.0,0.96,0.03,380.0,0.7
2530,1_18_135_1_3,Montefrío,Granada,Andalucía,824846.68,980.0,0.49,0.51,0.14,0.66,0.2,0.27,0.51,0.09,0.14,1188.1,19902.0,1.0,0.0,390.0,0.99
2531,1_18_135_2_1,Montefrío,Granada,Andalucía,99753292.59,375.0,0.67,0.35,0.21,0.61,0.17,0.23,0.56,0.01,0.21,3.8,16466.0,0.96,0.04,180.0,0.97
2532,1_18_135_3_1,Montefrío,Granada,Andalucía,152335994.34,3485.0,0.5,0.5,0.16,0.64,0.21,0.32,0.44,0.09,0.16,22.9,16142.0,0.97,0.03,1590.0,1.0
2533,1_18_136_1_1,Montejícar,Granada,Andalucía,36143163.76,1680.0,0.52,0.48,0.18,0.68,0.14,0.23,0.57,0.02,0.18,46.5,15968.0,0.97,0.03,1115.0,0.56
2534,1_18_136_1_2,Montejícar,Granada,Andalucía,51519246.82,700.0,0.48,0.52,0.12,0.61,0.27,0.42,0.46,0.01,0.12,13.6,12740.0,0.94,0.07,615.0,0.54
2535,1_18_137_1_1,Montillana,Granada,Andalucía,75117512.51,1360.0,0.53,0.47,0.14,0.65,0.21,0.24,0.6,0.03,0.14,18.1,17861.0,0.78,0.22,880.0,0.57
2536,1_18_140_1_3,Motril,Granada,Andalucía,1156971.96,1760.0,0.44,0.56,0.18,0.58,0.24,0.06,0.59,0.17,0.18,1521.2,24204.0,0.99,0.01,985.0,0.77
2537,1_41_91_9_60,Sevilla,Sevilla,Andalucía,93250.41,2145.0,0.48,0.52,0.33,0.54,0.14,0.05,0.51,0.12,0.33,23002.6,29387.0,1.0,0.0,960.0,0.85
2538,1_18_138_1_1,Moraleda de Zafayona,Granada,Andalucía,4491589.83,2435.0,0.52,0.48,0.17,0.64,0.19,0.23,0.57,0.03,0.17,542.1,17249.0,0.97,0.03,965.0,0.91
2539,1_18_138_1_2,Moraleda de Zafayona,Granada,Andalucía,43629206.73,815.0,0.52,0.48,0.17,0.67,0.16,0.1,0.69,0.04,0.17,18.7,18338.0,0.84,0.16,350.0,0.97
2540,1_18_140_1_1,Motril,Granada,Andalucía,94340.22,1730.0,0.44,0.56,0.23,0.6,0.17,0.04,0.55,0.18,0.23,18337.9,27932.0,0.88,0.12,845.0,0.83
2541,1_18_140_1_2,Motril,Granada,Andalucía,42506.42,1000.0,0.46,0.54,0.14,0.63,0.23,0.22,0.48,0.14,0.14,23525.9,26246.0,1.0,0.0,455.0,0.82
2542,1_21_41_6_5,Huelva,Huelva,Andalucía,27875.89,1245.0,0.45,0.55,0.17,0.78,0.04,0.03,0.68,0.11,0.17,44662.3,25263.0,0.86,0.14,535.0,0.79
2543,1_18_140_1_4,Motril,Granada,Andalucía,2602458.83,2050.0,0.48,0.52,0.2,0.75,0.06,0.04,0.53,0.23,0.2,787.7,31135.0,0.99,0.01,765.0,0.82
2544,1_18_140_2_1,Motril,Granada,Andalucía,126218.6,1995.0,0.46,0.54,0.13,0.73,0.14,0.07,0.55,0.25,0.13,15805.9,25394.0,0.93,0.07,865.0,0.87
2545,1_18_140_2_4,Motril,Granada,Andalucía,6907898.69,3260.0,0.53,0.47,0.23,0.71,0.06,0.07,0.47,0.23,0.23,471.9,29317.0,0.95,0.05,1380.0,0.79
